note_id,client_id,tags,products_mentioned,brands_mentioned,locations,events,professions,budget_range,budget_min,budget_max,budget_confidence,budget_amount,client_status,allergies,allergy_severity,dietary,relationship_context,key_dates,occasions,urgency,event_date,days_until_event,urgency_level,products,entities,implicit_signals,risk_flags,processing_notes,profession,processing_tier,confidence,processing_time_ms,rgpd_flag,error,reasoning,model_name,cost,age,gender,tier,ID,from_cache,escalation_failed
,,"['vegetarian', 'shopping_with_spouse', 'gift_for_spouse', 'leather_goods', 'art_collector', 'travel_frequent']",[],[],[],[],[],20K-50K,15000.0,50000.0,inferred,,vic,[],low,['vegetarian'],"{'gift_for': ['spouse'], 'shopping_with': ['spouse']}",[],['wedding_anniversary'],,,,,[],{},{},{},[],entrepreneur_established,tier2,0.85,0.0,False,,"VIC status with inferred budget range due to flexible budget mention. Detailed professional background and lifestyle preferences extracted. No specific products or brands mentioned, but clear occasion and dietary preferences noted.",mistral-medium-latest,0.0,,,2,CA_240,False,
,,"['ready_to_wear', 'journalist', 'vegetarian', 'shopping_with_spouse', 'leather_goods', 'travel_frequent']",['sac professionnel discret'],[],[],[],[],5K-10K,5000.0,5500.0,explicit,,regular,['material_allergy'],high,['vegetarian'],"{'gift_for': [], 'shopping_with': ['spouse']}",[],[],,,,,[],{},{},{},[],journalist,tier2,0.85,0.0,False,,"Budget explicite, profession et régime alimentaire mentionnés, allergie détectée avec sévérité, contexte professionnel détaillé",mistral-medium-latest,0.0,,,2,CA_241,False,'coroutine' object is not iterable
,,"['gift_for_child', 'vegetarian', 'gift_for_grandchild', 'shopping_with_spouse', 'art_collector', 'travel_frequent']",[],[],['Silicon Valley'],['family celebration'],[],50K+,50000.0,,inferred,,vip,[],low,['vegetarian'],"{'gift_for': ['child', 'grandchild'], 'shopping_with': ['spouse']}",[],['wedding_anniversary'],,,,,[],{},{},{},[],tech_executive,tier2,0.95,0.0,False,,"VIP clients with significant wealth and flexible budget. Detailed information on professions, lifestyle, and family. High confidence due to comprehensive client history and clear context.",mistral-medium-latest,0.0,,,2,CA_242,False,
,,[],[],[],[],[],[],10K-20K,,,,9000.0,,['nickel_allergy'],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.8,1.5020370483398438,False,,,,0.0,,female,1,CA_243,False,
,,"['pescatarian', 'travel_frequent', 'leather_goods', 'gift_for_self']",['bolsos profesionales'],[],[],['congresos gestión sanitaria mundial'],[],10K-20K,10000.0,20000.0,inferred,,first_visit,[],low,['pescatarian'],"{'gift_for': ['self'], 'shopping_with': []}",[],[],,2024-06-01,153.0,,[],{},{},{},[],medical_executive,tier2,0.85,0.0,False,,"Cliente potencial nuevo con presupuesto inferido basado en perfil ejecutivo médico. Información detallada sobre profesión y estilo de vida, pero sin detalles específicos sobre productos exactos o marcas mencionadas.",mistral-medium-latest,0.0,,,2,CA_244,False,
,,['leather_goods'],[],[],[],[],[],5K-10K,,,,8000.0,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.8,1.1165142059326172,False,,,,0.0,,,1,CA_245,False,
,,"['travel_luggage', 'shopping_with_spouse', 'vegetarian']",['sac voyage professionnel'],[],[],[],[],5K,5000.0,5000.0,explicit,,first_visit,['wifi_allergy'],medium,['vegetarian'],"{'gift_for': [], 'shopping_with': ['spouse']}",[],[],,2024-07-01,,,[],{},{},{},[],tech_executive,tier2,0.85,0.0,False,,"Budget explicite, profession et allergie détectées, contexte client clair mais pas d'urgence ou d'occasion spécifique",mistral-medium-latest,0.0,,,2,CA_246,False,
,,"['gift_for_child', 'philanthropist', 'vegetarian', 'legal_corporate', 'gift_for_colleague', 'leather_goods', 'travel_frequent']",[],[],['MIT'],['MIT symposium machine learning'],[],20K-50K,20000.0,50000.0,inferred,,vip,[],low,['vegetarian'],"{'gift_for': ['child', 'colleague'], 'shopping_with': []}",[],['graduation'],,2024-11-01,,,[],{},{},{},[],dean_engineering_school,tier2,0.91,0.0,False,,VIP clients with explicit flexible budget and clear context of shopping for spring collection and gifts. Detailed professional and lifestyle information provided.,mistral-medium-latest,0.0,,,2,CA_247,False,
,,[],[],[],[],[],[],5K-10K,,,,6000.0,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.75,1.1665821075439453,False,,,,0.0,,female,1,CA_248,False,
,,[],[],[],[],[],[],,,,,,,[],low,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.6,1.0123252868652344,False,,,,0.0,,female,1,CA_249,False,
,,"['vegetarian', 'gift_for_friends', 'gift_for_family', 'leather_goods', 'travel_frequent']",[],[],"['Hannover', 'Chicago', 'Tokyo']",[],[],10K-20K,14400.0,21600.0,inferred,,vip,[],low,['vegetarian'],"{'gift_for': ['family', 'friends'], 'shopping_with': []}",[],"['birthday', 'wedding_anniversary']",,,,,[],{},{},{},[],entrepreneur_established,tier2,0.85,0.0,False,,Budget inferred from VIC status and flexible mention. Client status inferred from long-term loyalty and high budget. Vegetarian dietary preference explicitly mentioned. No allergies reported. Multiple gift occasions and recipients identified. Locations and professions extracted from context.,mistral-medium-latest,0.0,,,2,CA_250,False,
,,"['ready_to_wear', 'vegan', 'shopping_with_spouse', 'wine_enthusiast', 'leather_goods']",['sac professionnel moderne'],[],[],[],[],5K-10K,5000.0,7000.0,explicit,,new_client,['chemical_allergy'],medium,['vegan'],"{'gift_for': [], 'shopping_with': ['spouse']}",[],[],,2024-08-01,,,[],{},{},{},[],directrice_innovation_R&D,tier2,0.85,0.0,False,,"Budget explicite, profession et statut client clairs, allergie et régime mentionnés, contexte professionnel détaillé",mistral-medium-latest,0.0,,,2,CA_251,False,
,,"['gift_for_child', 'vegan', 'gift_for_grandchild', 'shopping_with_spouse', 'art_collector', 'travel_frequent']",[],[],"['San Francisco', 'Boston', 'Cambridge']",['biotech gala'],[],20K-50K,20000.0,50000.0,inferred,,vip,[],low,['vegan'],"{'gift_for': ['child', 'grandchild'], 'shopping_with': ['spouse']}",[],[],,,,,[],{},{},{},[],venture_capitalist,tier2,0.85,0.0,False,,VIP clients with considerable budget inferred from context. Detailed professional and lifestyle information provided. Specific locations and events mentioned. Dietary preferences noted. No allergies mentioned. Shopping context and gift opportunities identified.,mistral-medium-latest,0.0,,,2,CA_252,False,
,,[],[],[],[],[],[],5K-10K,,,,7000.0,,[],low,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.75,0.8263587951660156,False,,,,0.0,,female,1,CA_253,False,
,,"['ready_to_wear', 'shopping_with_children', 'vegetarian', 'shopping_with_spouse', 'gift_for_colleague', 'art_collector', 'travel_frequent']",[],[],"['Viena', 'Berlin', 'New York']",[],[],10K-20K,12000.0,24000.0,explicit,,vip,[],low,['vegetarian'],"{'gift_for': ['colleague'], 'shopping_with': ['spouse', 'children']}",[],[],,2024-09-01,,,[],{},{},{},[],director_orchestra,tier2,0.85,0.0,False,,"Client VIP avec budget explicite et flexible, informations détaillées sur le style et les préférences, mais pas de produits spécifiques mentionnés.",mistral-medium-latest,0.0,,,2,CA_254,False,
,,['leather_goods'],[],[],[],[],[],5K-10K,,,,8000.0,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.8,1.463174819946289,False,,,,0.0,,,1,CA_255,False,
,,"['travel_luggage', 'shopping_with_spouse', 'leather_goods', 'vegetarian']",['sac voyage professionnel'],[],[],[],[],5K-10K,5000.0,5500.0,explicit,,first_visit,['sun_allergy'],medium,['vegetarian'],"{'gift_for': [], 'shopping_with': ['spouse']}",[],[],,2024-09-01,154.0,,[],{},{},{},[],creative_designer,tier2,0.85,0.0,False,,"Budget explicite, profession et statut client inférés, allergie détectée, contexte professionnel et personnel détaillé",mistral-medium-latest,0.0,,,2,CA_256,False,
,,"['pescatarian', 'gift_for_colleague', 'leather_goods', 'travel_frequent']",[],[],[],"['private preview', 'fundraising galas']",[],20K-50K,22000.0,66000.0,inferred,,vic,[],low,['pescatarian'],"{'gift_for': ['colleague'], 'shopping_with': []}",[],[],,2024-11-01,,,[],{},{},{},[],medical_physician,tier2,0.85,0.0,False,,VIC status with inferred budget range based on flexibility mentioned. Professional context in healthcare with specific dietary preferences. No allergies mentioned. Future event date extracted for follow-up.,mistral-medium-latest,0.0,,,2,CA_257,False,
,,"['ready_to_wear', 'shopping_with_spouse', 'pescatarian', 'gift_for_colleague', 'art_collector', 'travel_frequent']",[],[],"['Milano', 'Parigi']","['fashion shows', 'runway events', 'fashion weeks']",[],20K-50K,20000.0,50000.0,inferred,,vip,['fabric_allergy'],medium,['pescatarian'],"{'gift_for': ['colleague'], 'shopping_with': ['spouse']}",[],[],,2024-09-01,154.0,,[],{},{},{},[],creative_designer,tier2,0.85,0.0,False,,"VIP client with flexible budget inferred from context. Specific details about profession, lifestyle, and preferences provided. Allergy severity assumed medium due to lack of specific severity mention.",mistral-medium-latest,0.0,,,2,CA_258,False,
,,[],[],[],[],[],[],,,,,,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.6,1.2669563293457031,False,,,,0.0,,female,1,CA_259,False,
,,"['pescatarian', 'gift_for_friend', 'gift_for_spouse', 'leather_goods', 'art_collector', 'travel_frequent']",[],[],[],['American Heart Association'],[],20K-50K,20000.0,50000.0,inferred,,vic,[],low,['pescatarian'],"{'gift_for': ['spouse', 'friend'], 'shopping_with': []}",[],['wedding_anniversary'],,,,,[],{},{},{},[],medical_physician,tier2,0.85,0.0,False,,VIC status with inferred budget range due to flexibility mentioned. Specific professions and dietary preferences extracted. Occasion and gift context identified. No specific products or brands mentioned. Travel and event details noted.,mistral-medium-latest,0.0,,,2,CA_260,False,
,,['leather_goods'],[],[],[],[],[],2K-5K,,,,6000.0,,[],low,['vegan'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.8,0.8831024169921875,False,,,,0.0,,female,1,CA_261,False,
,,"['gift_for_child', 'gift_for_colleague', 'vegetarian', 'travel_frequent']",[],[],[],['private preview'],[],20K-50K,20000.0,60000.0,inferred,,vip,[],low,['vegetarian'],"{'gift_for': ['child', 'colleague'], 'shopping_with': []}",[],['christmas'],,2024-12-01,300.0,,[],{},{},{},[],legal_lawyer,tier2,0.85,0.0,False,,"VIP clients with a combined budget of 21K which is very flexible. They are shopping for the spring collection and gifts for law graduates and mentees. They have a legal background and are involved in legal education and justice. No allergies mentioned. They are vegetarians. They have three adult children and six grandchildren, indicating frequent gift opportunities. They are deeply appreciated in the legal and academic community and are involved in legal education charities.",mistral-medium-latest,0.0,,,2,CA_262,False,
,,[],[],[],[],[],[],5K-10K,,,,6000.0,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.75,0.9012222290039062,False,,,,0.0,,female,1,CA_263,False,
,,[],[],[],[],[],[],,,,,,,[],low,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.6,1.0788440704345703,False,,,,0.0,,female,1,CA_264,False,
,,['leather_goods'],[],[],[],[],[],5K-10K,,,,8000.0,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.8,2.027750015258789,False,,,,0.0,,,1,CA_265,False,
,,"['vegetarian', 'leather_goods', 'travel_frequent']",['sac professionnel discret'],[],[],[],[],5K-10K,5600.0,8400.0,explicit,,first_visit,[],low,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,2023-11-01,,,[],{},{},{},[],finance_trader,tier2,0.85,0.0,False,,"Budget explicite, profession claire, régime alimentaire et sport mentionnés, pas d'urgence ni d'occasion spécifique",mistral-medium-latest,0.0,,,2,CA_266,False,
,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,'coroutine' object is not iterable,,,,,,3,CA_267,,
,,"['ready_to_wear', 'pescatarian', 'travel_luggage', 'leather_goods', 'travel_frequent']",['borse professionali'],[],[],"['corporate eventi', 'lancio prodotti', 'presentazioni']",[],5K-10K,7500.0,12500.0,explicit,,regular,[],low,['pescatarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],tech_executive,tier2,0.85,0.0,False,,"Budget explicite, client régulier, profession tech executive, régime pescatarian, pas d'allergies, contexte professionnel détaillé",mistral-medium-latest,0.0,,,2,CA_268,False,
,,[],[],[],[],[],[],,,,,,,[],low,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.6,1.0459423065185547,False,,,,0.0,,female,1,CA_269,False,
,,"['gift_for_child', 'vegetarian', 'professor', 'travel_luggage', 'graduation_gift', 'leather_goods', 'travel_frequent']",[],[],['Stockholm'],['Nobel Symposium'],[],20K-50K,19000.0,38000.0,inferred,,vip,[],low,['vegetarian'],"{'gift_for': ['child'], 'shopping_with': []}",[],['graduation'],,,,,[],{},{},{},[],professor,tier2,0.85,0.0,False,,VIP clients with high academic professions and specific interests. Budget inferred from 'flexible' and VIP status. No specific products mentioned but clear context for graduation gifts.,mistral-medium-latest,0.0,,,2,CA_270,False,
,,"['ready_to_wear', 'leather_goods', 'vegetarian']",['sac professionnel moderne'],[],[],[],[],5K-10K,5000.0,5500.0,explicit,,first_visit,[],low,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],tech_executive,tier2,0.85,0.0,False,,"Budget explicite, profession identifiée, régime alimentaire et statut client clairement mentionnés. Pas de date ou d'urgence détectée.",mistral-medium-latest,0.0,,,2,CA_271,False,
,,"['gift_for_child', 'ready_to_wear', 'valentines_gift', 'mothers_day', 'shopping_with_spouse', 'pescatarian', 'gift_for_friend', 'fathers_day', 'graduation_gift', 'travel_luggage', 'art_collector', 'travel_frequent']",[],[],[],['retirement celebration'],[],50K+,50000.0,,inferred,,vip,[],low,['pescatarian'],"{'gift_for': ['child', 'friend'], 'shopping_with': ['spouse']}",[],"['wedding_anniversary', 'birthday', 'graduation', 'christmas', 'valentines', 'mothers_day', 'fathers_day', 'new_year']",,,,,[],{},{},{},[],entrepreneur_established,tier2,0.85,0.0,False,,VIP clients with considerable wealth and flexible budget. Multiple occasions and gift opportunities mentioned. Detailed lifestyle and professional background provided.,mistral-medium-latest,0.0,,,2,CA_272,False,
,,[],[],[],[],[],[],5K-10K,,,,8000.0,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.75,0.8795261383056641,False,,,,0.0,,female,1,CA_273,False,
,,[],[],[],[],[],[],,,,,,,[],low,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.6,1.020669937133789,False,,,,0.0,,female,1,CA_274,False,
,,"['jewelry', 'leather_goods', 'shoes']",[],[],[],[],[],10K-20K,,,,9000.0,,['latex_allergy'],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.95,0.9853839874267578,False,,,,0.0,,,1,CA_275,False,
,,"['gluten_free', 'shopping_with_spouse', 'travel_luggage', 'vegetarian']",['sac voyage professionnel'],[],['Silicon Valley'],[],[],5K-10K,4000.0,6000.0,explicit,,first_visit,['gluten_free'],high,['vegetarian'],"{'gift_for': [], 'shopping_with': ['spouse']}",[],[],,,,,[],{},{},{},[],tech_executive,tier2,0.85,0.0,False,,"Budget explicite, profession et statut client inférés, allergie et régime détectés, contexte professionnel et lifestyle tech détaillé",mistral-medium-latest,0.0,,,2,CA_276,False,'coroutine' object is not iterable
,,"['gift_for_spouse', 'pescatarian', 'travel_frequent']",[],[],[],"['private preview', 'fundraising galas']",[],20K-50K,21000.0,42000.0,inferred,,vip,[],low,['pescatarian'],"{'gift_for': ['spouse'], 'shopping_with': []}",[],['wedding_anniversary'],,,,,[],{},{},{},[],"medical_surgeon, medical_physician",tier2,0.92,0.0,False,,VIP clients with specific professions and detailed context. Budget inferred from VIP status and mentioned flexibility. Clear occasion and dietary preferences. High confidence due to detailed client history and specific needs.,mistral-medium-latest,0.0,,,2,CA_277,False,
,,"['ready_to_wear', 'pescatarian', 'travel_luggage', 'watches', 'art_collector', 'travel_frequent']","['borse viaggio', 'abbigliamento business elegante']",[],"['Milano', 'Parigi']",['Pitti'],[],20K-50K,18000.0,60000.0,inferred,,vip,[],low,['pescatarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],tech_executive,tier2,0.85,0.0,False,,"VIP client with flexible budget, specific product needs, and detailed lifestyle information. No specific date or urgency mentioned.",mistral-medium-latest,0.0,,,2,CA_278,False,
,,[],[],[],[],[],[],,,,,,,[],low,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.6,1.6016960144042969,False,,,,0.0,,female,1,CA_279,False,
,,"['ready_to_wear', 'vegetarian', 'shopping_with_spouse', 'gift_for_friend', 'gift_for_spouse', 'gift_for_family', 'leather_goods', 'travel_frequent']",[],[],['Lissabon'],['Web Summit'],[],20K-50K,18000.0,54000.0,inferred,,vic,[],low,['vegetarian'],"{'gift_for': ['spouse', 'friend', 'family'], 'shopping_with': ['spouse']}",[],['wedding_anniversary'],this_month,2024-02-01,30.0,,[],{},{},{},[],tech_executive,tier2,0.85,0.0,False,,VIC clients with flexible budget and specific occasion. Detailed professional background and lifestyle preferences provided. Some inference required for budget range and specific products.,mistral-medium-latest,0.0,,,2,CA_280,False,
,,"['nickel_allergy', 'shopping_with_spouse', 'leather_goods', 'vegetarian']",['sac travail'],[],[],[],[],5K-10K,5000.0,7000.0,explicit,,first_visit,['nickel_allergy'],high,['vegetarian'],"{'gift_for': [], 'shopping_with': ['spouse']}",[],[],,2024-02-01,,,[],{},{},{},[],creative_designer,tier2,0.85,0.0,False,,"Budget explicite, profession et allergie clairement mentionnées, contexte professionnel détaillé mais pas d'occasion spécifique ni d'urgence",mistral-medium-latest,0.0,,,2,CA_281,False,'coroutine' object is not iterable
,,"['vegetarian', 'shopping_with_spouse', 'gift_for_grandchildren', 'leather_goods', 'travel_frequent']",[],[],[],['private preview'],[],20K-50K,20000.0,60000.0,inferred,,vip,[],low,['vegetarian'],"{'gift_for': ['grandchildren'], 'shopping_with': ['spouse']}",[],['retirement'],,2024-02-01,,,[],{},{},{},[],academic_leadership,tier2,0.85,0.0,False,,"VIP clients with a combined budget of 24K which is very flexible, inferred to a higher range. No specific products mentioned but interest in spring collection. No allergies and both are vegetarians. Shopping for retirement celebrations and potential gifts for grandchildren. Follow-up planned for February for an exclusive private preview.",mistral-medium-latest,0.0,,,2,CA_282,False,
,,[],[],[],[],[],[],5K-10K,,,,7000.0,,[],low,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.75,0.9429454803466797,False,,,,0.0,,female,1,CA_283,False,
,,"['travel_luggage', 'ready_to_wear', 'leather_goods', 'vegetarian']",['bolsos profesionales'],[],[],[],[],10K-20K,11000.0,22000.0,inferred,,first_visit,[],low,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,2024-02-01,,,[],{},{},{},[],entrepreneur_established,tier2,0.85,0.0,False,,"Cliente potencial alto con presupuesto flexible y preferencias claras, pero sin detalles específicos sobre productos exactos o fechas concretas.",mistral-medium-latest,0.0,,,2,CA_284,False,
,,['leather_goods'],[],[],[],[],[],5K-10K,,,,8000.0,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.8,1.0089874267578125,False,,,,0.0,,,1,CA_285,False,
,,"['vegetarian', 'nut_allergy', 'shopping_with_spouse', 'tech_engineer', 'travel_luggage', 'leather_goods']",['sac travail robuste'],[],[],[],[],5K-10K,5000.0,7000.0,explicit,,first_visit,['dust_allergy'],high,['vegetarian'],"{'gift_for': [], 'shopping_with': ['spouse']}",[],[],,2024-03-01,,,[],{},{},{},[],tech_engineer,tier2,0.85,0.0,False,,"Budget explicite, profession et allergie détectées, contexte professionnel clair",mistral-medium-latest,0.0,,,2,CA_286,False,'coroutine' object is not iterable
,,"['gift_for_child', 'philanthropist', 'vegetarian', 'shopping_with_spouse', 'gift_for_spouse', 'travel_frequent']",[],[],[],"['private_preview', 'fundraising_galas']",[],20K-50K,19000.0,57000.0,inferred,,vip,[],low,['vegetarian'],"{'gift_for': ['spouse', 'child'], 'shopping_with': ['spouse']}",[],['wedding_anniversary'],,,,,[],{},{},{},[],,tier2,0.85,0.0,False,,VIP clients with specific professions and dietary preferences. Budget inferred from VIP status and mentioned flexibility. Multiple gift recipients and occasions identified. No specific products or brands mentioned.,mistral-medium-latest,0.0,,,2,CA_287,False,
,,"['ready_to_wear', 'shopping_with_spouse', 'pescatarian', 'wine_enthusiast', 'travel_luggage', 'leather_goods', 'art_collector', 'travel_frequent', 'shoes']",[],[],[],[],[],20K-50K,20000.0,60000.0,inferred,,vip,[],low,['pescatarian'],"{'gift_for': [], 'shopping_with': ['spouse']}",[],[],,,,,[],{},{},{},[],tech_executive,tier2,0.85,0.0,False,,"VIP client with inferred budget range based on flexibility and status. Detailed lifestyle and professional context provided, but no specific products or events mentioned.",mistral-medium-latest,0.0,,,2,CA_288,False,
,,"['ready_to_wear', 'vegan', 'gift_for_artist', 'latex_allergy', 'art_collector', 'travel_frequent']",[],[],"['Basel', 'Frieze', 'Art Basel Miami Beach']",['private presentation'],[],20K-50K,20000.0,50000.0,inferred,,vip,['latex_allergy'],high,['vegan'],"{'gift_for': ['artist'], 'shopping_with': []}",[],['wedding_anniversary'],,,,,[],{},{},{},[],director_fondation_art,tier2,0.95,0.0,False,,"VIP client with high budget flexibility, clear lifestyle and dietary preferences, specific allergy mentioned, and strong professional background in the art world.",mistral-medium-latest,0.0,,,2,CA_289,False,'coroutine' object is not iterable
,,"['gift_for_child', 'vegetarian', 'shopping_with_spouse', 'professor', 'graduation_gift', 'leather_goods', 'art_collector', 'travel_frequent']",[],[],['Cold Spring Harbor Laboratory USA'],['Symposium'],[],20K-50K,19000.0,28500.0,inferred,,vip,[],low,['vegetarian'],"{'gift_for': ['child'], 'shopping_with': ['spouse']}",[],['graduation'],this_month,2024-03-15,15.0,,[],{},{},{},[],professor,tier2,0.85,0.0,False,,VIP clients with a flexible budget and specific interests in biology-related materials. Urgency inferred from the mention of spring collection preview and upcoming events.,mistral-medium-latest,0.0,,,2,CA_290,False,
,,"['latex_allergy', 'ready_to_wear', 'leather_goods', 'vegetarian']",['sac professionnel moderne'],[],[],[],[],5K-10K,5000.0,7000.0,explicit,,first_visit,['latex_allergy'],medium,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],finance_banker,tier2,0.85,0.0,False,,"Budget explicite, profession et allergie détectées, pas de date ou d'occasion mentionnée",mistral-medium-latest,0.0,,,2,CA_291,False,
,,"['gift_for_child', 'ready_to_wear', 'retirement_gift', 'shopping_with_spouse', 'pescatarian', 'gift_for_friend', 'jewelry', 'gift_for_spouse', 'gift_for_colleague', 'leather_goods', 'travel_frequent']",[],[],[],['retirement celebration'],[],50K+,50000.0,,inferred,,vip,[],low,['pescatarian'],"{'gift_for': ['spouse', 'child', 'friend', 'colleague'], 'shopping_with': ['spouse']}",[],['retirement'],,,,,[],{},{},{},[],legal_lawyer,tier2,0.95,0.0,False,,"VIP clients with considerable wealth and a combined budget of 28K which is extremely flexible. They are retired senior partners from a law firm, indicating a high social and professional status. Their interests and preferences are well-detailed, including travel, fashion preferences, and dietary habits. The context provides a rich background for personalized service and future interactions.",mistral-medium-latest,0.0,,,2,CA_292,False,
,,[],[],[],[],[],[],10K-20K,,,,9000.0,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.75,1.0342597961425781,False,,,,0.0,,female,1,CA_293,False,
,,"['ready_to_wear', 'pescatarian', 'travel_luggage', 'leather_goods', 'travel_frequent']",[],[],[],['congresos gestión hospitalaria mundial'],[],10K-20K,10000.0,20000.0,explicit,,first_visit,[],low,['pescatarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,2024-04-01,,,[],{},{},{},[],medical_executive,tier2,0.85,0.0,False,,Client status inferred as first_visit due to 'nuevo cliente potencial'. Budget range inferred from explicit mention of 10K. Profession inferred as medical_executive due to 'director operaciones hospital'. Dietary preference explicitly mentioned as pescatarian. No allergies mentioned. No specific products or brands mentioned. Events inferred from 'viaja congresos gestión hospitalaria mundial'.,mistral-medium-latest,0.0,,,2,CA_294,False,
,,['leather_goods'],[],[],[],[],[],5K-10K,,,,8000.0,,[],low,[],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.8,0.9992122650146484,False,,,,0.0,,,1,CA_295,False,
,,"['shopping_with_spouse', 'leather_goods', 'vegetarian']",['sac travail'],[],[],[],[],5K-10K,5000.0,5500.0,explicit,,first_visit,['pollen_allergy'],high,['vegetarian'],"{'gift_for': [], 'shopping_with': ['spouse']}",[],[],,2024-05-01,,,[],{},{},{},[],architecte_paysagiste,tier2,0.85,0.0,False,,"Budget explicite, profession claire, allergie détectée avec sévérité, régime alimentaire mentionné, contexte professionnel détaillé",mistral-medium-latest,0.0,,,2,CA_296,False,'coroutine' object is not iterable
,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,'coroutine' object is not iterable,,,,,,3,CA_297,,
,,"['ready_to_wear', 'pescatarian', 'wine_enthusiast', 'travel_luggage', 'travel_frequent']",['borse viaggio'],[],"['New York', 'Parigi', 'Tokyo']","['Salone del Gusto', 'Fancy Food']",[],10K-20K,10000.0,20000.0,explicit,,regular,[],low,['pescatarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],tech_executive,tier2,0.85,0.0,False,,Budget explicite + contexte professionnel détaillé + pas d'urgence détectée,mistral-medium-latest,0.0,,,2,CA_298,False,
,,[],[],[],[],[],[],,,,,,,[],low,['vegetarian'],"{'gift_for': [], 'shopping_with': []}",[],[],,,,,[],{},{},{},[],,tier1,0.6,1.8074512481689453,False,,,,0.0,,female,1,CA_299,False,
,,"['ready_to_wear', 'shopping_with_spouse', 'pescatarian', 'gift_for_spouse', 'leather_goods', 'travel_frequent']",[],[],"['Munich', 'Shanghai', 'Rotterdam']",['Silberhochzeit'],[],20K-50K,21000.0,52500.0,inferred,,vip,[],low,['pescatarian'],"{'gift_for': ['spouse'], 'shopping_with': ['spouse']}",[],['wedding_anniversary'],this_month,2024-04-15,15.0,,[],{},{},{},[],entrepreneur_established,tier2,0.92,0.0,False,,VIP clients with a flexible budget and specific occasion. Detailed professional and lifestyle information provided. Specific dietary preferences and no allergies mentioned. Urgency inferred from the planned event and follow-up timing.,mistral-medium-latest,0.0,,,2,CA_300,False,
,,"['gift_for_spouse', 'leather_goods', 'vegetarian']",['sac professionnel discret élégant'],[],['Nice'],['triathlon'],[],5K-10K,4800.0,7200.0,explicit,,first_visit,['fragrance_sensitivity'],high,['vegetarian'],"{'gift_for': ['spouse'], 'shopping_with': []}",[],['birthday'],,2024-04-15,45.0,,[],{},{},{},[],medical_dentist,tier2,0.85,0.0,False,,"Budget explicite, profession et statut client identifiés, allergie sévère détectée, occasion et date inférées, contexte familial et lifestyle partiel",mistral-medium-latest,0.0,,,2,CA_301,False,'coroutine' object is not iterable
